# Generated by Tobias Borsdorff <t.borsdorff@sron.nl> on Mon Mar  2 11:55:58 2015
# Level-2 format version: 1.0
# Level-1b product: /SCIA/LV1_01/Y/SCI_NL__1PYDPA20031119_193603_000061022021_00429_09000_0000.N1                                                                                                                                                                                                                                                                                                                                   
# Sensing start:   1418.81670361
# Sensing stop:   1418.88733534
# Orbit:  9000
# SICOR version: 1.0
# SCIAMACHY channel: 8
# Window (pixels):  394 -  620
# Window (nm): 2310.68 - 2338.51
# Pixel mask version: todo
# Cloud mask version: todo
#    lon0        lat0        lon1        lat1        lon2        lat2        lon3        lat3      lon_cent    lat_cent    dsr_time  int_time   sza    lza     H2O         HDO         N2O         CO          CH4         H2O_err     HDO_err     N2O_err     CO_err      CH4_err  red.chisq   dof eflag albedo   cl_fr mean_elev  st  px bs
#
 -142.851204   56.623770 -142.960236   56.399716 -147.017028   57.121355 -147.113893   56.863197 -144.972444   56.769329  1418.84048669 1.000  77.64 -24.79  6.2309E+21  8.4151E+18   0.000      2.1950E+18  2.2894E+19  5.1510E+20  3.6676E+18   0.000      4.9018E+17  3.4920E+17   1.484      152  1  0.6009      0.94      0.00   3  64 0 
 -132.287583   54.389349 -132.473603   54.142217 -136.217382   55.232504 -136.361279   55.012864 -134.314555   54.709981  1418.84050984 1.000  74.81  27.03  7.6467E+21  4.2952E+18   0.000      1.2002E+18  2.8802E+19  7.5982E+20  5.4050E+18   0.000      6.7395E+17  5.4141E+17   1.293      152  1  0.3885      0.72      0.00   3  66 0 
 -136.217382   55.232504 -136.361279   55.012864 -139.577674   55.828312 -139.698960   55.615293 -137.951300   55.433694  1418.84052141 1.000  75.69   9.68  5.2793E+21  7.5783E+18   0.000      1.7316E+18  2.6858E+19  4.0250E+20  3.5253E+18   0.000      4.5126E+17  3.3521E+17   1.783      152  1  0.6251      0.97      0.00   3  67 0 
 -139.577674   55.828312 -139.698960   55.615293 -142.989702   56.333586 -143.097404   56.109466 -141.330096   55.983409  1418.84053298 1.000  76.49  -7.48  9.3316E+21  2.7834E+18   0.000      1.3228E+18  3.1135E+19  5.9490E+20  3.4955E+18   0.000      4.4416E+17  3.8694E+17   1.666      152  1  0.6440      0.91      0.00   3  68 0 
 -142.989702   56.333586 -143.097404   56.109466 -147.123126   56.828962 -147.218963   56.570793 -145.094457   56.477828  1418.84054456 1.000  77.38 -24.79  7.9611E+21  4.9847E+18   0.000      1.5662E+18  2.3953E+19  6.7250E+20  4.1306E+18   0.000      5.3413E+17  4.0524E+17   1.656      152  1  0.5265      0.94      0.00   3  69 0 
 -132.496295   54.111766 -132.679895   53.864358 -136.401036   54.948897 -136.543070   54.729082 -134.510146   54.429127  1418.84056771 1.000  74.55  27.03  5.6757E+21  2.2428E+18   0.000      8.4774E+17  2.6015E+19  5.1852E+20  4.4303E+18   0.000      5.4200E+17  4.1414E+17   1.216      152  1  0.4623      0.88     14.95   3  71 0 
 -136.401036   54.948897 -136.543070   54.729082 -139.739228   55.540942 -139.858975   55.327812 -138.123344   55.148027  1418.84057928 1.000  75.43   9.68  5.3671E+21  9.1000E+18   0.000      4.4978E+17  2.7836E+19  3.8655E+20  3.3939E+18   0.000      3.9722E+17  3.2732E+17   1.499      152  1  0.6503      1.00      0.00   3  72 0 
 -139.739228   55.540942 -139.858975   55.327812 -143.127038   56.043364 -143.233441   55.819178 -141.479085   55.694450  1418.84059086 1.000  76.23  -7.48  9.4216E+21 -2.8709E+18   0.000      1.2991E+18  3.0721E+19  8.1093E+20  4.6920E+18   0.000      6.0644E+17  5.1833E+17   1.298      152  1  0.4655      0.91      0.00   3  73 0 
 -143.127038   56.043364 -143.233441   55.819178 -147.229865   56.536716 -147.324698   56.278519 -145.216206   56.186391  1418.84060243 1.000  77.12 -24.79  7.8802E+21  9.2160E+18   0.000      1.8779E+18  2.4075E+19  8.0933E+20  5.1530E+18   0.000      6.7195E+17  4.9466E+17   1.734      152  1  0.4254      0.94      0.00   3  74 0 
 -132.699711   53.833185 -132.880976   53.585484 -136.582570   54.665097 -136.722784   54.445115 -134.702017   54.147699  1418.84062558 1.000  74.28  27.03  4.5641E+21  8.7967E+17   0.000      5.8835E+17  2.4739E+19  3.6641E+20  3.5961E+18   0.000      4.3516E+17  3.1959E+17   1.351      152  1  0.5656      0.97     15.28   3  76 0 
 -136.582570   54.665097 -136.722784   54.445115 -139.898275   55.253312 -140.016522   55.040075 -138.293092   54.862132  1418.84063715 1.000  75.17   9.68  6.7307E+21  7.4831E+18   0.000      1.0519E+18  2.7236E+19  4.5697E+20  3.5186E+18   0.000      4.3018E+17  3.3489E+17   1.385      152  1  0.6187      1.00      0.00   3  77 0 
 -139.898275   55.253312 -140.016522   55.040075 -143.262208   55.752949 -143.367348   55.528701 -141.625748   55.405267  1418.84064873 1.000  75.97  -7.48  1.0938E+22  1.1445E+19   0.000      7.2329E+17  2.9472E+19  8.8652E+20  4.9479E+18   0.000      5.8812E+17  5.0393E+17   1.513      152  1  0.4589      0.94      0.00   3  78 0 
 -143.262208   55.752949 -143.367348   55.528701 -147.334444   56.244285 -147.428300   55.986072 -145.335801   55.894766  1418.84066030 1.000  76.86 -24.79  7.5321E+21  4.8406E+18   0.000      1.6552E+18  2.3094E+19  8.9721E+20  5.9242E+18   0.000      7.7116E+17  5.5991E+17   1.544      152  1  0.3580      0.78      0.00   3  79 0 
 -135.136026   50.223234 -135.290963   49.972571 -138.729131   50.987255 -138.849270   50.765421 -136.986788   50.500832  1418.84137138 1.000  70.89  27.03  9.0800E+21  1.1216E+19   0.000      1.5628E+18  2.9790E+19  4.3455E+20  3.0740E+18   0.000      3.8221E+17  2.8405E+17   1.428      152  1  0.6470      0.97      0.00   4   1 0 
 -138.729131   50.987255 -138.849270   50.765421 -141.789251   51.533126 -141.891040   51.318731 -140.305717   51.161066  1418.84138296 1.000  71.79   9.68  1.1252E+22  1.3794E+19   0.000      2.6080E+17  3.1164E+19  9.3180E+20  5.8781E+18   0.000      6.7808E+17  5.5516E+17   1.455      152  1  0.3541      0.75      0.00   4   2 0 
 -141.789251   51.533126 -141.891040   51.318731 -144.877598   52.001555 -144.968952   51.776647 -143.373946   51.667614  1418.84139453 1.000  72.61  -7.48  1.4231E+22  1.3407E+19   0.000      1.1304E+18  3.1834E+19  9.9017E+20  5.1446E+18   0.000      6.2544E+17  5.1389E+17   1.272      152  1  0.4100      0.88      0.00   4   3 0 
 -144.877598   52.001555 -144.968952   51.776647 -148.600508   52.471268 -148.683786   52.212877 -146.773378   52.130218  1418.84140610 1.000  73.52 -24.78  1.7049E+22  1.4425E+19   0.000      1.3908E+18  2.9844E+19  6.4471E+20  2.9686E+18   0.000      3.6856E+17  2.9435E+17   1.488      152  1  0.7147      0.94      0.00   4   4 0 
 -135.295946   49.937714 -135.449286   49.686707 -138.882798   50.700557 -139.001604   50.478604 -137.143040   50.214586  1418.84142925 1.000  70.62  27.02  1.1309E+22  1.2629E+19   0.000      2.3925E+17  2.9663E+19  6.2288E+20  3.9322E+18   0.000      4.5286E+17  3.5917E+17   1.331      152  1  0.5037      0.84      0.00   4   6 0 
 -138.882798   50.700557 -139.001604   50.478604 -141.924322   51.243397 -142.025029   51.028927 -140.449677   50.872705  1418.84144083 1.000  71.53   9.68  1.4033E+22  1.2442E+19   0.000      2.4558E+18  3.2538E+19  1.0151E+21  5.5454E+18   0.000      7.2661E+17  5.3839E+17   1.176      152  1  0.3755      0.88      0.00   4   7 0 
 -141.924322   51.243397 -142.025029   51.028927 -144.993977   51.709816 -145.084430   51.484867 -143.499335   51.376753  1418.84145240 1.000  72.35  -7.48  1.4285E+22  5.1510E+18   0.000      1.5418E+18  3.1455E+19  1.0759E+21  5.4716E+18   0.000      6.9630E+17  5.5369E+17   1.157      152  1  0.3724      0.81      0.00   4   8 0 
 -144.993977   51.709816 -145.084430   51.484867 -148.691813   52.178021 -148.774406   51.919634 -146.877013   51.837557  1418.84146397 1.000  73.26 -24.78  1.6244E+22  9.8263E+18   0.000      1.3599E+18  2.9411E+19  5.2897E+20  2.5104E+18   0.000      3.1523E+17  2.4684E+17   1.659      152  1  0.8302      0.88      0.00   4   9 0 
 -135.468208   49.655499 -135.619818   49.404304 -139.034311   50.413584 -139.151816   50.191511 -137.304482   49.929782  1418.84148712 1.000  70.36  27.03  1.3639E+22  1.0979E+19   0.000      9.0343E+17  3.1303E+19  8.7963E+20  4.9375E+18   0.000      5.9434E+17  4.6509E+17   1.283      152  1  0.4000      0.91      0.00   4  11 0 
 -139.034311   50.413584 -139.151816   50.191511 -142.058388   50.953620 -142.158035   50.739078 -140.592059   50.584190  1418.84149870 1.000  71.27   9.68  1.3013E+22  1.3612E+17   0.000      1.0552E+18  3.1325E+19  9.6176E+20  5.4508E+18   0.000      6.8348E+17  5.2480E+17   1.171      152  1  0.3661      0.91      0.00   4  12 0 
 -142.058388   50.953620 -142.158035   50.739078 -145.108982   51.417955 -145.198553   51.192968 -143.623545   51.085806  1418.84151027 1.000  72.09  -7.48  1.6907E+22  1.6528E+19   0.000      1.4833E+18  3.2081E+19  8.9930E+20  4.3224E+18   0.000      5.3183E+17  4.2767E+17   1.151      152  1  0.4887      0.97      0.00   4  13 0 
 -145.108982   51.417955 -145.198553   51.192968 -148.784265   51.884969 -148.866185   51.626564 -146.980527   51.544946  1418.84152184 1.000  73.00 -24.78  1.4148E+22  5.1485E+18   0.000      1.4712E+18  2.8885E+19  5.0731E+20  2.5866E+18   0.000      3.3149E+17  2.5323E+17   1.642      152  1  0.7852      0.94      0.00   4  14 0 
 -135.636151   49.372444 -135.786095   49.121040 -139.184398   50.126486 -139.300628   49.904298 -137.463044   49.644512  1418.84154499 1.000  70.10  27.03  1.4716E+22  1.3979E+19   0.000      9.7801E+17  3.2073E+19  8.4889E+20  4.6152E+18   0.000      5.5491E+17  4.3572E+17   1.453      152  1  0.4315      0.97      0.00   4  16 0 
 -139.184398   50.126486 -139.300628   49.904298 -142.191051   50.663719 -142.289662   50.449106 -140.733035   50.295551  1418.84155657 1.000  71.00   9.68  1.4538E+22  4.2210E+18   0.000      6.0953E+17  3.2715E+19  1.2438E+21  6.6413E+18   0.000      8.0349E+17  6.5474E+17   1.188      152  1  0.3021      0.88      0.00   4  17 0 
 -142.191051   50.663719 -142.289662   50.449106 -145.223107   51.126048 -145.311817   50.901023 -143.746617   50.794775  1418.84156814 1.000  71.83  -7.48  1.6605E+22  1.2613E+19   0.000      1.1452E+18  3.1904E+19  9.2223E+20  4.4766E+18   0.000      5.4638E+17  4.4237E+17   1.267      152  1  0.4635      0.84      0.00   4  18 0 
 -145.223107   51.126048 -145.311817   50.901023 -148.874098   51.591628 -148.955365   51.333228 -147.082307   51.252158  1418.84157972 1.000  72.74 -24.79  1.4514E+22  8.8638E+18   0.000      1.8770E+18  2.9281E+19  4.4705E+20  2.2960E+18   0.000      2.9825E+17  2.2255E+17   2.050      152  1  0.8950      1.00      0.00   4  19 0 
 -135.804623   49.089748 -135.952906   48.838164 -139.333091   49.839266 -139.448071   49.616966 -137.621191   49.359353  1418.84160286 1.000  69.83  27.03  1.5147E+22  5.6139E+18   0.000      1.4342E+18  3.1096E+19  7.5983E+20  4.0478E+18   0.000      5.0961E+17  3.7850E+17   1.223      152  1  0.4787      0.94      0.00   4  21 0 
 -139.333091   49.839266 -139.448071   49.616966 -142.322343   50.373696 -142.419940   50.159014 -140.872638   50.006791  1418.84161444 1.000  70.74   9.68  1.3941E+22  1.2516E+19   0.000      9.3201E+16  3.3465E+19  1.3013E+21  7.2643E+18   0.000      8.3709E+17  7.1312E+17   1.129      152  1  0.2805      0.78      0.00   4  22 0 
 -142.322343   50.373696 -142.419940   50.159014 -145.336375   50.834097 -145.424242   50.609033 -143.868581   50.503666  1418.84162601 1.000  71.57  -7.48  1.7163E+22  4.2322E+18   0.000      3.2722E+17  3.2240E+19  9.8436E+20  4.6935E+18   0.000      5.5964E+17  4.6938E+17   1.373      152  1  0.4313      0.94      0.00   4  23 0 
 -145.336375   50.834097 -145.424242   50.609033 -148.965089   51.298484 -149.045715   51.040066 -147.184232   50.959455  1418.84163759 1.000  72.48 -24.78  1.4150E+22  4.0031E+18   0.000      1.1662E+18  2.9417E+19  4.1415E+20  2.1534E+18   0.000      2.7167E+17  2.1043E+17   2.083      152  1  0.9369      0.94      0.00   4  24 0 
 -135.968876   48.806227 -136.115558   48.554442 -139.479967   49.551830 -139.593725   49.329420 -137.776318   49.073686  1418.84166073 1.000  69.57  27.03  1.7952E+22  9.5813E+18   0.000      1.0455E+18  3.2712E+19  1.1527E+21  5.6469E+18   0.000      6.8963E+17  5.4389E+17   1.077      152  1  0.3446      0.91      0.00   4  26 0 
 -139.479967   49.551830 -139.593725   49.329420 -142.452502   50.083592 -142.549106   49.868843 -141.010770   49.717886  1418.84167231 1.000  70.48   9.68  1.4948E+22  5.8881E+18   0.000      2.0049E+18  3.4013E+19  1.1559E+21  6.1253E+18   0.000      7.9644E+17  6.1506E+17   1.225      152  1  0.3264      0.72      0.00   4  27 0 
 -142.452502   50.083592 -142.549106   49.868843 -145.448116   50.541991 -145.535160   50.316892 -143.989224   50.212435  1418.84168388 1.000  71.31  -7.48  1.5600E+22  1.4503E+19   0.000      8.9179E+17  3.3486E+19  1.1092E+21  5.6797E+18   0.000      6.8238E+17  5.6881E+17   1.388      152  1  0.3641      0.75      0.00   4  28 0 
 -145.448116   50.541991 -145.535160   50.316892 -149.053828   51.005092 -149.133830   50.746677 -147.284278   50.666551  1418.84169546 1.000  72.23 -24.78  1.5032E+22  4.6586E+18   0.000      1.6064E+18  2.9897E+19  4.1080E+20  2.0698E+18   0.000      2.6736E+17  2.0354E+17   2.150      152  1  0.9741      1.00      0.00   4  29 0 
 -136.133708   48.523067 -136.278793   48.271111 -139.624841   49.264134 -139.737406   49.041614 -137.930757   48.788056  1418.84171860 1.000  69.31  27.03  1.7716E+22  1.0665E+19   0.000      1.0887E+18  3.1997E+19  9.8067E+20  4.8624E+18   0.000      5.9406E+17  4.5911E+17   1.391      152  1  0.3984      1.00      0.00   4  31 0 
 -139.624841   49.264134 -139.737406   49.041614 -142.580930   49.793293 -142.676566   49.578478 -141.147045   49.428756  1418.84173018 1.000  70.22   9.68  1.8379E+22  1.2411E+19   0.000      1.0965E+18  3.2346E+19  1.3572E+21  6.6024E+18   0.000      8.0310E+17  6.3289E+17   1.298      152  1  0.3044      0.62      0.00   4  32 0 
 -142.580930   49.793293 -142.676566   49.578478 -145.559276   50.249880 -145.645515   50.024745 -144.108714   49.921112  1418.84174175 1.000  71.05  -7.48  1.4499E+22 -2.1381E+18   0.000      1.6883E+18  3.2255E+19  1.0180E+21  5.2867E+18   0.000      6.9263E+17  5.3478E+17   1.162      152  1  0.3694      0.69      0.00   4  33 0 
 -145.559276   50.249880 -145.645515   50.024745 -149.142506   50.711737 -149.221898   50.453317 -147.384006   50.373662  1418.84175333 1.000  71.97 -24.78  1.5981E+22  3.8166E+18   0.000      1.6121E+18  3.0471E+19  4.0071E+20  1.9592E+18   0.000      2.5363E+17  1.9417E+17   2.554      152  1   1.027      1.00      0.00   4  34 0 
 -136.295885   48.239462 -136.439417   47.987329 -139.769091   48.976470 -139.880481   48.753846 -138.083551   48.502235  1418.84177647 1.000  69.05  27.02  1.6780E+22  6.7807E+18   0.000      2.4748E+18  3.2394E+19  1.0762E+21  5.4184E+18   0.000      7.1812E+17  5.2284E+17   1.133      152  1  0.3502      1.00      0.00   4  36 0 
 -139.769091   48.976470 -139.880481   48.753846 -142.708284   49.502917 -142.802970   49.288038 -141.282480   49.139602  1418.84178805 1.000  69.96   9.68  1.2914E+22  9.7965E+18   0.000      2.8804E+17  3.2677E+19  1.0923E+21  6.4252E+18   0.000      7.5453E+17  6.2127E+17   1.287      152  1  0.3074      0.69      0.00   4  37 0 
 -142.708284   49.502917 -142.802970   49.288038 -145.668963   49.957619 -145.754416   49.732451 -144.226939   49.629673  1418.84179962 1.000  70.79  -7.48  1.4727E+22  9.5385E+18   0.000      1.3646E+17  3.1416E+19  1.2629E+21  6.8009E+18   0.000      7.9399E+17  6.5252E+17   1.119      152  1  0.2936      0.47      0.00   4  38 0 
 -145.668963   49.957619 -145.754416   49.732451 -149.230519   50.418337 -149.309315   50.159914 -147.482666   50.080683  1418.84181120 1.000  71.71 -24.78  1.5424E+22  5.2939E+18   0.000      1.1718E+18  2.9906E+19  4.1013E+20  2.0710E+18   0.000      2.6018E+17  2.0109E+17   2.159      152  1  0.9653      1.00      0.00   4  39 0 
 -136.455749   47.955493 -136.597763   47.703180 -139.910958   48.688456 -140.021203   48.465727 -138.234008   48.216054  1418.84183434 1.000  68.78  27.02  1.2581E+22  1.2464E+19   0.000      1.0537E+18  3.1041E+19  6.0862E+20  3.7642E+18   0.000      4.5822E+17  3.4357E+17   1.616      152  1  0.5090      1.00      0.00   4  41 0 
 -139.910958   48.688456 -140.021203   48.465727 -142.834381   49.212429 -142.928138   48.997487 -141.416098   48.850222  1418.84184592 1.000  69.70   9.68  1.6789E+22  8.3029E+18   0.000      1.6999E+18  3.2396E+19  1.1005E+21  5.6284E+18   0.000      7.1461E+17  5.4272E+17   1.205      152  1  0.3490      0.78      0.00   4  42 0 
 -142.834381   49.212429 -142.928138   48.997487 -145.777884   49.665317 -145.862567   49.440117 -144.344158   49.338160  1418.84185749 1.000  70.53  -7.48  1.6431E+22  3.2591E+18   0.000      1.8050E+18  3.0687E+19  1.1823E+21  5.8594E+18   0.000      7.6059E+17  5.6632E+17   1.380      152  1  0.3318      0.62      0.00   4  43 0 
 -145.777884   49.665317 -145.862567   49.440117 -149.317882   50.124894 -149.396096   49.866467 -147.580624   49.787662  1418.84186907 1.000  71.46 -24.78  1.4369E+22  8.0792E+18   0.000      1.8535E+18  2.9366E+19  3.4484E+20  1.8436E+18   0.000      2.3900E+17  1.7422E+17   2.882      152  1   1.090      1.00      0.00   4  44 0 
 -136.614506   47.671453 -136.755025   47.418971 -140.052253   48.400478 -140.161371   48.177651 -138.383629   47.929863  1418.84189222 1.000  68.52  27.02  1.2075E+22  1.1861E+19   0.000      1.7214E+18  3.0759E+19  5.7547E+20  3.6453E+18   0.000      4.6016E+17  3.3091E+17   1.602      152  1  0.5206      0.97      0.00   4  46 0 
 -140.052253   48.400478 -140.161371   48.177651 -142.959249   48.921829 -143.052096   48.706827 -141.548826   48.560803  1418.84190379 1.000  69.44   9.68  1.3420E+22  9.9707E+18   0.000      2.8644E+17  3.4361E+19  1.3279E+21  7.7673E+18   0.000      9.1438E+17  7.7001E+17   1.100      152  1  0.2524      0.56      0.00   4  47 0 
 -142.959249   48.921829 -143.052096   48.706827 -145.886058   49.372978 -145.969988   49.147744 -144.460392   49.046576  1418.84191536 1.000  70.27  -7.48  1.4088E+22  6.9174E+18   0.000      1.3415E+18  2.9474E+19  1.0571E+21  5.8534E+18   0.000      7.3461E+17  5.4380E+17   1.568      152  1  0.3314      0.53      0.00   4  48 0 
 -145.886058   49.372978 -145.969988   49.147744 -149.404309   49.831368 -149.481956   49.572942 -147.677745   49.494579  1418.84192694 1.000  71.20 -24.78  1.4298E+22  6.4460E+18   0.000      1.3784E+18  3.0101E+19  3.3373E+20  1.7957E+18   0.000      2.2761E+17  1.7176E+17   2.501      152  1   1.113      1.00      0.00   4  49 0 
 -136.771021   47.387059 -136.910081   47.134404 -140.191455   48.112207 -140.299473   47.889280 -138.531091   47.643347  1418.84195009 1.000  68.26  27.02  1.3544E+22  1.3730E+19   0.000      2.0762E+18  3.2623E+19  6.4288E+20  3.7968E+18   0.000      4.8549E+17  3.5857E+17   2.068      152  1  0.5009      1.00      0.00   4  51 0 
 -140.191455   48.112207 -140.299473   47.889280 -143.082913   48.631120 -143.174870   48.416059 -141.679909   48.271188  1418.84196166 1.000  69.18   9.68  1.5971E+22  1.3287E+19   0.000      1.2161E+18  3.2558E+19  1.2347E+21  6.5277E+18   0.000      7.9900E+17  6.2642E+17   1.146      152  1  0.2991      0.66      0.00   4  52 0 
 -143.082913   48.631120 -143.174870   48.416059 -145.992833   49.080491 -146.076028   48.855228 -144.575333   48.754862  1418.84197323 1.000  70.02  -7.48  1.4794E+22  4.4132E+18   0.000      2.0593E+18  3.3300E+19  1.1723E+21  6.2460E+18   0.000      8.2156E+17  6.2503E+17   1.275      152  1  0.3119      0.56      0.00   4  53 0 
 -145.992833   49.080491 -146.076028   48.855228 -149.491018   49.537919 -149.568108   49.279483 -147.774306   49.201471  1418.84198481 1.000  70.94 -24.78  1.7094E+22  8.0748E+18   0.000      1.9562E+18  3.2695E+19  3.9832E+20  1.9358E+18   0.000      2.5250E+17  1.9400E+17   2.804      152  1   1.042      1.00      0.00   4  54 0 
 -136.926777   47.102673 -137.064397   46.849858 -140.329696   47.823880 -140.436634   47.600858 -138.677701   47.356810  1418.84200796 1.000  68.00  27.02  1.2507E+22  9.1125E+18   0.000      1.5448E+18  3.1684E+19  7.0901E+20  4.4261E+18   0.000      5.5813E+17  4.0938E+17   1.132      152  1  0.4211      0.94      0.00   4  56 0 
 -140.329696   47.823880 -140.436634   47.600858 -143.205400   48.340305 -143.296485   48.125185 -141.809932   47.981490  1418.84201953 1.000  68.92   9.68  1.7353E+22  5.4301E+18   0.000      1.9586E+18  3.4276E+19  1.4726E+21  7.4799E+18   0.000      9.7098E+17  7.4295E+17   1.048      152  1  0.2572      0.47      0.00   4  57 0 
 -143.205400   48.340305 -143.296485   48.125185 -146.099125   48.788005 -146.181599   48.562711 -144.689447   48.463100  1418.84203110 1.000  69.76  -7.48  1.6771E+22  9.5663E+18   0.000      1.2428E+18  3.3089E+19  8.8008E+20  4.4556E+18   0.000      5.5323E+17  4.3921E+17   1.255      152  1  0.4420      0.78      0.00   4  58 0 
 -146.099125   48.788005 -146.181599   48.562711 -149.576223   49.244309 -149.652771   48.985875 -147.869882   48.908277  1418.84204268 1.000  70.68 -24.78  1.6433E+22  3.3314E+18   0.000      1.3980E+18  3.3052E+19  4.0541E+20  2.0108E+18   0.000      2.5755E+17  2.0336E+17   2.148      152  1  0.9858      1.00      0.00   4  59 0 
 -137.079496   46.817728 -137.215719   46.564741 -140.466127   47.535314 -140.572009   47.312196 -138.821891   47.069878  1418.84206583 1.000  67.74  27.02  1.2752E+22  5.5391E+18   0.000     -4.9887E+17  3.1216E+19  6.8289E+20  4.2463E+18   0.000      4.8503E+17  3.8979E+17   1.872      152  1  0.4323      1.00      0.00   4  61 0 
 -140.466127   47.535314 -140.572009   47.312196 -143.326533   48.049346 -143.416766   47.834170 -141.938378   47.691604  1418.84207740 1.000  68.66   9.68  1.9857E+22  1.0419E+19   0.000      2.8131E+17  3.4155E+19  1.6290E+21  7.7420E+18   0.000      9.1010E+17  7.5957E+17   1.660      152  1  0.2501      0.41      0.00   4  62 0 
 -143.326533   48.049346 -143.416766   47.834170 -146.204064   48.495376 -146.285834   48.270053 -144.802214   48.171195  1418.84208897 1.000  69.50  -7.48  1.8069E+22  7.6746E+18   0.000      7.5455E+17  3.1678E+19  8.4012E+20  4.1255E+18   0.000      5.0107E+17  3.9453E+17   2.048      152  1  0.4718      0.69      0.00   4  63 0 
 -146.204064   48.495376 -146.285834   48.270053 -149.660841   48.950657 -149.736859   48.692225 -147.964490   48.614995  1418.84210055 1.000  70.43 -24.78  1.7372E+22  5.8283E+18   0.000      1.0897E+18  3.2778E+19  4.1937E+20  2.0474E+18   0.000      2.5604E+17  2.0341E+17   2.618      152  1  0.9703      1.00      0.00   4  64 0 
 -138.939283   43.134783 -139.059468   42.880101 -142.115643   43.805515 -142.209627   43.581349 -140.572170   43.361346  1418.84281154 1.000  64.37  27.02  1.2452E+22  7.0982E+18   0.000     -5.9401E+17  3.0004E+19  5.6803E+20  3.8038E+18   0.000      4.3636E+17  3.2563E+17   2.015      152  1  0.4548      1.00      0.00   5   1 0 
 -142.115643   43.805515 -142.209627   43.581349 -144.797040   44.291970 -144.877716   44.076176 -143.494567   43.946559  1418.84282311 1.000  65.31   9.68  1.5908E+22  1.0209E+19   0.000      4.1062E+17  3.3456E+19  7.7349E+20  4.5512E+18   0.000      5.4652E+17  4.1360E+17   1.735      152  1  0.4025      0.94      0.00   5   2 0 
 -144.797040   44.291970 -144.877716   44.076176 -147.486002   44.719146 -147.559922   44.493521 -146.175396   44.403075  1418.84283469 1.000  66.18  -7.48  1.6742E+22  9.0000E+18   0.000      9.3308E+17  3.2549E+19  5.4229E+20  3.0538E+18   0.000      3.7682E+17  2.7697E+17   1.916      152  1  0.6110      1.00      0.00   5   3 0 
 -147.486002   44.719146 -147.559922   44.493521 -150.708369   45.163782 -150.778521   44.905363 -149.127296   44.831772  1418.84284626 1.000  67.14 -24.78  1.2298E+22  4.2052E+18   0.000      7.4637E+17  3.3578E+19  2.5548E+20  1.6603E+18   0.000      2.0512E+17  1.5844E+17   2.987      152  1   1.126      1.00      0.00   5   4 0 
 -139.062199   42.844789 -139.181414   42.589841 -142.235610   43.515174 -142.328790   43.290936 -140.693268   43.071068  1418.84286941 1.000  64.11  27.02  1.4820E+22  1.0858E+19   0.000     -2.6025E+17  3.0119E+19  8.7139E+20  5.3504E+18   0.000      6.1993E+17  4.5447E+17   1.641      152  1  0.3238      0.81      0.00   5   6 0 
 -142.235610   43.515174 -142.328790   43.290936 -144.904608   43.999764 -144.984641   43.783930 -143.608074   43.655182  1418.84288098 1.000  65.05   9.68  1.7115E+22  6.3031E+18   0.000      1.5535E+18  3.2700E+19  6.9873E+20  3.9385E+18   0.000      5.0316E+17  3.5419E+17   2.125      152  1  0.4600      1.00      0.00   5   7 0 
 -144.904608   43.999764 -144.984641   43.783930 -147.580379   44.425672 -147.653774   44.200028 -146.276163   44.110141  1418.84289256 1.000  65.92  -7.48  1.6195E+22  1.7191E+18   0.000      1.4133E+18  3.3044E+19  4.7322E+20  2.6946E+18   0.000      3.4547E+17  2.4917E+17   2.035      152  1  0.6806      0.97      0.00   5   8 0 
 -147.580379   44.425672 -147.653774   44.200028 -150.785797   44.869564 -150.855560   44.611157 -149.213071   44.537805  1418.84290413 1.000  66.88 -24.78  1.2015E+22  4.0340E+18   0.000      8.2866E+17  3.3398E+19  2.4715E+20  1.6422E+18   0.000      2.0382E+17  1.5577E+17   3.668      152  1   1.132      1.00      0.00   5   9 0 
 -139.196082   42.557639 -139.314223   42.302579 -142.354961   43.224810 -142.447349   43.000505 -140.819585   42.782159  1418.84292728 1.000  63.85  27.02  1.8248E+22  1.2222E+19   0.000     -6.1689E+17  3.3389E+19  1.1874E+21  6.5413E+18   0.000      7.4233E+17  5.9068E+17   1.780      152  1  0.2668      0.75      0.00   5  11 0 
 -142.354961   43.224810 -142.447349   43.000505 -145.011139   43.707441 -145.090542   43.491567 -143.720759   43.363734  1418.84293885 1.000  64.80   9.67  1.3636E+22  5.5553E+18   0.000      6.7822E+17  3.2727E+19  5.6578E+20  3.6675E+18   0.000      4.5108E+17  3.2756E+17   1.746      152  1  0.4911      1.00      0.00   5  12 0 
 -145.011139   43.707441 -145.090542   43.491567 -147.674298   44.132176 -147.747178   43.906513 -146.376183   43.817141  1418.84295043 1.000  65.67  -7.48  1.6978E+22  5.0431E+18   0.000      4.0174E+17  3.2818E+19  5.0423E+20  2.8352E+18   0.000      3.4390E+17  2.5840E+17   2.084      152  1  0.6483      1.00      0.00   5  13 0 
 -147.674298   44.132176 -147.747178   43.906513 -150.864172   44.575509 -150.933554   44.317095 -149.299089   44.243913  1418.84296200 1.000  66.63 -24.78  1.1305E+22  3.4414E+18   0.000      1.1371E+18  3.3174E+19  2.5049E+20  1.7251E+18   0.000      2.1787E+17  1.6272E+17   3.135      152  1   1.067      1.00      0.00   5  14 0 
